,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
4428,Air India,Banglore,New Delhi,1475,1,No info,4943,21,3,8
4429,Jet Airways,Banglore,Delhi,180,0,No info,7229,3,5,7
4430,Air India,Kolkata,Banglore,675,1,No info,8450,12,5,10
4431,Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,15318,9,5,20
4432,IndiGo,Kolkata,Banglore,160,0,No info,4804,3,5,21
4433,Jet Airways,Kolkata,Banglore,1220,1,In-flight meal not included,10844,6,6,20
4434,IndiGo,Mumbai,Hyderabad,90,0,No info,3175,1,4,17
4435,Air India,Delhi,Cochin,1820,2,No info,12646,27,6,13
4436,Air India,Kolkata,Banglore,930,1,No info,7893,1,4,20
4437,Air India,Banglore,Delhi,165,0,No info,7171,24,5,17
4438,Multiple carriers,Delhi,Cochin,420,1,No info,13727,15,5,14
4439,Air India,Delhi,Cochin,185,0,No info,5201,27,6,18
4440,Multiple carriers,Delhi,Cochin,455,1,No info,9001,15,5,12
4441,IndiGo,Banglore,Delhi,170,0,No info,3943,15,5,13
4442,Multiple carriers,Delhi,Cochin,835,1,In-flight meal not included,10546,9,5,7
4443,Jet Airways,Delhi,Cochin,1425,1,No info,15554,18,5,19
4444,Air India,Banglore,Delhi,165,0,No info,5228,15,4,6
4445,Air India,Delhi,Cochin,615,1,No info,9404,24,6,9
4446,Multiple carriers,Delhi,Cochin,605,1,No info,8601,21,3,9
4447,Multiple carriers,Delhi,Cochin,765,1,No info,8888,9,5,10
4448,Vistara,Banglore,New Delhi,155,0,No info,5088,24,3,16
4449,IndiGo,Banglore,Delhi,170,0,No info,3943,9,5,10
4450,Jet Airways,Delhi,Cochin,885,1,In-flight meal not included,12373,9,5,22
4451,Multiple carriers,Delhi,Cochin,440,1,No info,8323,9,4,6
4452,Jet Airways,Delhi,Cochin,1390,2,No info,15339,27,6,13
4453,Vistara,Chennai,Kolkata,140,0,No info,11982,6,5,18
4454,SpiceJet,Kolkata,Banglore,330,1,No info,8844,12,5,16
4455,Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,10262,1,6,23
4456,IndiGo,Chennai,Kolkata,140,0,No info,3597,6,6,13
4457,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,24,3,10
4458,IndiGo,Chennai,Kolkata,140,0,No info,5277,21,5,22
4459,IndiGo,Banglore,Delhi,175,0,No info,4823,27,6,7
4460,IndiGo,Delhi,Cochin,765,2,No info,8049,3,3,9
4461,SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,15,5,18
4462,Jet Airways,Delhi,Cochin,1485,1,In-flight meal not included,10262,6,6,18
4463,Air India,Delhi,Cochin,2280,3,No info,10703,1,6,5
4464,IndiGo,Delhi,Cochin,295,1,No info,6496,12,6,5
4465,Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,10844,21,5,6
4466,Jet Airways,Delhi,Cochin,705,1,No info,12032,27,3,7
4467,Vistara,Delhi,Cochin,190,0,No info,6741,18,4,6
4468,IndiGo,Banglore,Delhi,170,0,No info,3943,9,5,4
4469,SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,24,5,7
4470,Multiple carriers,Delhi,Cochin,395,1,No info,15288,3,3,19
4471,Air India,Mumbai,Hyderabad,80,0,No info,2050,18,3,21
4472,Vistara,Chennai,Kolkata,135,0,No info,4842,24,3,7
4473,Jet Airways,Delhi,Cochin,1420,2,In-flight meal not included,6643,21,3,19
4474,IndiGo,Delhi,Cochin,300,1,No info,9581,3,3,5
4475,IndiGo,Kolkata,Banglore,160,0,No info,4804,15,5,21
4476,Jet Airways,Banglore,New Delhi,1420,1,In-flight meal not included,7832,21,3,8
4477,Multiple carriers,Delhi,Cochin,730,1,In-flight meal not included,11667,12,6,7
4478,IndiGo,Delhi,Cochin,455,1,No info,6442,27,6,9
4479,Jet Airways,Delhi,Cochin,1760,2,No info,15129,24,5,23
4480,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4544,3,4,11
4481,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9663,15,5,20
4482,Jet Airways,Delhi,Cochin,745,1,No info,14714,3,6,16
4483,Air India,Mumbai,Hyderabad,80,0,No info,3100,27,5,6
4484,Jet Airways,Kolkata,Banglore,1695,1,In-flight meal not included,9663,6,5,16
4485,IndiGo,Delhi,Cochin,320,1,No info,5761,21,3,7
4486,Air India,Mumbai,Hyderabad,80,0,No info,3100,9,5,21
4487,Jet Airways,Kolkata,Banglore,425,1,No info,13626,12,6,16
4488,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,24,3,20
4489,Jet Airways,Kolkata,Banglore,1400,1,In-flight meal not included,8529,12,6,19
4490,Air India,Delhi,Cochin,170,0,No info,5201,9,5,5
4491,Jet Airways,Kolkata,Banglore,690,1,No info,14151,21,5,10
4492,Air Asia,Banglore,Delhi,165,0,No info,4483,3,5,11
4493,IndiGo,Kolkata,Banglore,155,0,No info,4174,6,4,22
4494,Jet Airways,Delhi,Cochin,425,2,In-flight meal not included,15544,18,5,5
4495,IndiGo,Delhi,Cochin,195,0,No info,5601,27,5,21
4496,IndiGo,Banglore,Delhi,165,0,No info,3419,3,4,1
4497,Air Asia,Delhi,Cochin,870,1,No info,6451,27,4,8
4498,Air India,Kolkata,Banglore,1700,2,No info,12592,12,5,9
4499,Air India,Banglore,Delhi,170,0,No info,6961,24,6,21
4500,SpiceJet,Kolkata,Banglore,150,0,No info,4174,12,6,17
4501,Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,8824,24,3,6
4502,SpiceJet,Delhi,Cochin,380,1,No info,7947,15,5,16
4503,Multiple carriers,Delhi,Cochin,420,1,No info,13587,27,6,14
4504,SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,15,6,7
4505,IndiGo,Kolkata,Banglore,160,0,No info,4804,21,6,21
4506,Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,8586,9,5,20
4507,IndiGo,Kolkata,Banglore,160,0,No info,4778,1,3,20
4508,Multiple carriers,Delhi,Cochin,625,2,No info,18275,1,6,15
4509,IndiGo,Chennai,Kolkata,145,0,No info,3540,1,6,5
4510,IndiGo,Delhi,Cochin,835,1,No info,6442,27,6,9
4511,Air India,Kolkata,Banglore,155,0,No info,4145,27,6,21
4512,IndiGo,Kolkata,Banglore,150,0,No info,5644,9,6,14
4513,IndiGo,Kolkata,Banglore,150,0,No info,5224,3,5,14
4514,Jet Airways,Delhi,Cochin,1520,1,In-flight meal not included,5963,21,3,17
4515,Multiple carriers,Delhi,Cochin,780,1,No info,11264,27,5,6
4516,GoAir,Delhi,Cochin,310,1,No info,10188,27,3,14
4517,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10844,18,5,20
4518,IndiGo,Banglore,New Delhi,295,1,No info,7166,15,3,14
4519,Jet Airways,Banglore,New Delhi,635,1,No info,13817,12,3,23
4520,Jet Airways,Delhi,Cochin,1100,1,In-flight meal not included,12373,9,5,18
4521,Jet Airways,Banglore,New Delhi,965,1,1 Long layover,25735,1,3,17
4522,Jet Airways,Banglore,New Delhi,450,1,No info,14815,18,3,12
4523,Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,10262,12,6,11
4524,Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,10262,15,6,8
4525,Air India,Delhi,Cochin,875,1,No info,7468,9,6,18
4526,Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,9,5,7
4527,Jet Airways,Delhi,Cochin,1195,2,No info,12819,24,6,23
4528,IndiGo,Chennai,Kolkata,145,0,No info,7295,6,3,15
4529,Jet Airways,Banglore,Delhi,175,0,No info,7229,27,5,15
4530,Air Asia,Delhi,Cochin,340,1,No info,6853,15,6,17
4531,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,9663,24,5,21
4532,Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,7064,1,4,6
4533,Air India,Delhi,Cochin,615,1,No info,8372,6,6,9
4534,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,3,6,13
4535,Vistara,Kolkata,Banglore,695,1,No info,16932,24,3,7
4536,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,18,6,22
4537,Jet Airways,Delhi,Cochin,440,2,In-flight meal not included,15812,12,6,12
4538,Air India,Banglore,New Delhi,385,1,No info,10924,3,3,7
4539,Air India,Delhi,Cochin,180,0,No info,6934,27,5,14
4540,Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,10262,1,6,8
4541,Jet Airways,Delhi,Cochin,870,1,In-flight meal not included,13843,6,3,14
4542,Multiple carriers,Delhi,Cochin,740,1,No info,9315,15,5,7
4543,Multiple carriers,Delhi,Cochin,795,1,No info,8266,21,5,6
4544,Jet Airways,Kolkata,Banglore,660,1,No info,14231,24,3,21
4545,GoAir,Banglore,Delhi,165,0,No info,5048,18,4,21
4546,Jet Airways,Delhi,Cochin,1530,1,In-flight meal not included,10262,6,6,17
4547,Multiple carriers,Delhi,Cochin,720,1,No info,12537,27,3,9
4548,Jet Airways,Delhi,Cochin,925,1,In-flight meal not included,10262,15,6,13
4549,Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,3,4,7
4550,SpiceJet,Kolkata,Banglore,435,1,No info,9736,6,5,11
4551,IndiGo,Kolkata,Banglore,155,0,No info,4804,6,5,5
4552,Jet Airways,Banglore,New Delhi,995,1,No info,13817,12,3,17
4553,GoAir,Banglore,Delhi,175,0,No info,5048,21,5,8
4554,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,1,4,10
4555,Multiple carriers,Delhi,Cochin,645,1,No info,7354,12,6,8
4556,Multiple carriers,Delhi,Cochin,465,1,In-flight meal not included,7563,6,3,15
4557,IndiGo,Delhi,Cochin,285,1,No info,7725,3,3,11
4558,Multiple carriers,Delhi,Cochin,735,1,No info,7740,1,6,9
4559,Air India,Kolkata,Banglore,1165,2,No info,13532,12,6,10
4560,IndiGo,Kolkata,Banglore,155,0,No info,6565,1,3,14
4561,Jet Airways,Kolkata,Banglore,1640,1,In-flight meal not included,10844,12,5,16
4562,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,18,4,22
4563,Multiple carriers,Delhi,Cochin,630,1,No info,11200,3,6,8
4564,Air India,Kolkata,Banglore,1505,2,No info,12009,1,4,9
4565,Air India,Delhi,Cochin,675,1,No info,8372,15,5,8
4566,Air India,Delhi,Cochin,1490,2,No info,13591,15,6,7
4567,Vistara,Mumbai,Hyderabad,1190,1,No info,12395,6,3,21
4568,SpiceJet,Chennai,Kolkata,135,0,No info,7298,1,3,8
4569,IndiGo,Delhi,Cochin,310,1,No info,12214,3,3,7
4570,Jet Airways,Kolkata,Banglore,1745,1,No info,14151,15,5,17
4572,Jet Airways,Kolkata,Banglore,570,1,No info,14781,1,5,14
4573,Vistara,Banglore,Delhi,155,0,No info,4878,6,6,17
4574,SpiceJet,Chennai,Kolkata,135,0,No info,3597,3,5,8
4575,Air Asia,Kolkata,Banglore,955,1,No info,6810,6,6,8
4576,Vistara,Chennai,Kolkata,135,0,No info,3687,1,5,7
4577,Air India,Delhi,Cochin,965,1,No info,6482,21,3,17
4578,Jet Airways,Mumbai,Hyderabad,1430,1,No info,19595,6,3,17
4579,IndiGo,Delhi,Cochin,290,1,No info,6147,15,6,15
4580,Jet Airways,Kolkata,Banglore,1005,1,No info,10953,6,5,17
4581,SpiceJet,Kolkata,Banglore,140,0,No info,3873,24,4,22
4582,Jet Airways,Banglore,New Delhi,900,1,No info,14815,6,3,14
4583,Multiple carriers,Delhi,Cochin,845,1,No info,10678,6,6,5
4584,Jet Airways,Delhi,Cochin,800,1,In-flight meal not included,14053,9,3,15
4585,Jet Airways,Kolkata,Banglore,750,1,In-flight meal not included,10539,12,6,10
4586,Jet Airways,Banglore,New Delhi,435,1,No info,16946,18,3,14
4587,IndiGo,Delhi,Cochin,185,0,No info,7673,3,3,14
4588,Air India,Banglore,New Delhi,170,0,No info,4441,24,3,13
4589,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4544,15,4,11
4590,IndiGo,Kolkata,Banglore,155,0,No info,4804,24,4,15
4591,Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,5406,1,4,9
4592,Air India,Mumbai,Hyderabad,80,0,No info,3100,3,4,6
4594,IndiGo,Banglore,Delhi,180,0,No info,4823,6,4,17
4595,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,3,5,6
4596,Jet Airways,Delhi,Cochin,885,1,In-flight meal not included,10262,24,6,22
4597,IndiGo,Delhi,Cochin,515,1,No info,6674,6,6,8
4598,Jet Airways,Delhi,Cochin,1165,1,No info,15764,6,3,9
4599,Jet Airways,Kolkata,Banglore,1595,1,In-flight meal not included,7064,1,4,20
4600,Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,10262,6,6,14
4601,IndiGo,Kolkata,Banglore,290,1,No info,5069,1,5,8
4602,Multiple carriers,Delhi,Cochin,440,1,No info,11789,6,6,12
4603,Air India,Kolkata,Banglore,1665,2,No info,15164,1,5,10
4604,Air India,Delhi,Cochin,180,0,No info,6094,6,6,14
4605,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,4885,21,4,9
4606,Air Asia,Banglore,Delhi,165,0,No info,3383,21,6,11
4607,Multiple carriers,Delhi,Cochin,515,1,No info,6673,27,3,17
4608,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,27,4,7
4609,Jet Airways,Delhi,Cochin,485,2,In-flight meal not included,8367,21,3,11
4610,GoAir,Banglore,Delhi,170,0,No info,3898,3,6,12
4611,Jet Airways,Kolkata,Banglore,510,1,In-flight meal not included,10844,9,6,14
4612,Multiple carriers,Delhi,Cochin,665,1,No info,12327,27,3,2
4613,SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,6356,21,3,9
4614,Air India,Banglore,Delhi,170,0,No info,5228,15,5,21
4615,Air India,Banglore,New Delhi,2025,2,No info,10835,18,3,7
4616,IndiGo,Banglore,Delhi,170,0,No info,3943,21,6,4
4617,Jet Airways,Delhi,Cochin,1485,1,No info,14714,1,6,18
4618,Air India,Kolkata,Banglore,1810,2,No info,11883,6,5,6
4619,Vistara,Kolkata,Banglore,1625,1,No info,8610,12,6,20
4620,Multiple carriers,Delhi,Cochin,920,1,No info,6513,15,5,7
4621,Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,12898,21,5,2
4622,Air India,Delhi,Cochin,1275,2,No info,10861,1,6,22
4623,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,21,6,19
4624,Jet Airways,Banglore,New Delhi,1045,1,No info,13555,18,3,12
4625,Jet Airways,Delhi,Cochin,1005,1,No info,16079,27,5,2
4626,IndiGo,Delhi,Cochin,195,0,No info,7673,6,3,6
4627,Multiple carriers Premium economy,Delhi,Cochin,620,1,No info,10161,21,3,9
4628,Jet Airways,Delhi,Cochin,620,1,In-flight meal not included,10262,12,6,2
4629,SpiceJet,Kolkata,Banglore,155,0,No info,3873,3,5,7
4630,SpiceJet,Banglore,Delhi,175,0,No info,3311,3,6,21
4631,IndiGo,Delhi,Cochin,575,1,No info,13611,9,3,16
4632,Air India,Delhi,Cochin,435,2,No info,11858,6,3,12
4633,Multiple carriers,Delhi,Cochin,535,1,No info,9316,27,5,10
4634,IndiGo,Banglore,Delhi,175,0,No info,4823,1,4,7
4635,Jet Airways,Kolkata,Banglore,845,1,No info,13941,12,5,20
4637,SpiceJet,Kolkata,Banglore,155,0,No info,3873,12,4,7
4638,IndiGo,Banglore,Delhi,165,0,No info,4591,12,4,1
4639,Vistara,Mumbai,Hyderabad,850,1,No info,12395,6,3,9
4640,IndiGo,Mumbai,Hyderabad,90,0,No info,3603,21,3,2
4641,IndiGo,Kolkata,Banglore,155,0,No info,4804,1,5,15
4642,IndiGo,Banglore,Delhi,175,0,No info,4823,21,5,18
4643,Jet Airways,Delhi,Cochin,440,1,No info,13244,21,3,11
4644,Air Asia,Kolkata,Banglore,710,1,No info,6785,24,3,8
4645,Air India,Mumbai,Hyderabad,80,0,No info,3100,24,6,6
4646,Multiple carriers,Delhi,Cochin,450,1,No info,7198,12,6,18
4647,Jet Airways,Delhi,Cochin,560,2,No info,13014,27,6,10
4648,Air India,Delhi,Cochin,1490,2,No info,20416,6,3,7
4650,Air India,Banglore,New Delhi,1490,1,No info,11528,1,3,10
4651,Air India,Kolkata,Banglore,1100,2,No info,14083,6,5,7
4652,IndiGo,Chennai,Kolkata,140,0,No info,3597,15,5,20
4653,Air India,Kolkata,Banglore,445,2,No info,7662,12,6,6
4654,IndiGo,Banglore,Delhi,170,0,No info,4823,6,6,8
4655,Air India,Delhi,Cochin,2280,3,No info,10703,27,6,5
4656,Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,12,6,7
4657,Vistara,Banglore,Delhi,160,0,No info,4668,24,6,7
4658,Air India,Delhi,Cochin,185,0,No info,6304,12,5,18
4659,Air India,Mumbai,Hyderabad,1795,2,No info,14219,6,3,6
4660,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,1,5,17
4661,Multiple carriers,Delhi,Cochin,480,1,No info,13587,27,5,13
4662,Air India,Kolkata,Banglore,875,2,No info,12093,18,5,6
4663,SpiceJet,Delhi,Cochin,315,1,No info,5899,27,4,6
4664,Air India,Mumbai,Hyderabad,90,0,No info,3100,12,5,14
4665,Air India,Banglore,Delhi,165,0,No info,5438,12,5,17
4666,IndiGo,Banglore,Delhi,175,0,No info,5780,18,4,19
4667,Air India,Kolkata,Banglore,955,2,No info,11668,9,6,9
4668,IndiGo,Banglore,New Delhi,175,0,No info,11934,1,3,7
4669,Jet Airways,Delhi,Cochin,505,2,No info,16263,27,6,20
4670,IndiGo,Delhi,Cochin,420,1,No info,14871,6,3,19
4671,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3573,24,5,9
4672,Air India,Delhi,Cochin,1305,2,No info,12497,3,3,21
4673,Air India,Delhi,Cochin,185,0,No info,5411,21,6,18
4674,IndiGo,Delhi,Cochin,665,1,No info,6600,9,6,5
4675,IndiGo,Kolkata,Banglore,295,1,No info,11160,6,6,9
4676,Jet Airways,Mumbai,Hyderabad,1415,2,No info,22950,6,3,17
4677,SpiceJet,Kolkata,Banglore,315,1,No info,4649,24,5,15
4678,Jet Airways,Delhi,Cochin,1375,2,No info,15129,21,5,5
4679,IndiGo,Delhi,Cochin,195,0,No info,8626,12,5,21
4680,Jet Airways,Delhi,Cochin,1280,1,No info,17234,6,3,7
4681,Jet Airways,Banglore,New Delhi,450,1,In-flight meal not included,7832,21,3,6
4682,Air India,Mumbai,Hyderabad,85,0,No info,3100,18,6,15
4683,Jet Airways,Kolkata,Banglore,1730,1,In-flight meal not included,9314,9,5,10
4684,Jet Airways,Delhi,Cochin,620,1,No info,14714,1,6,2
4685,Jet Airways,Delhi,Cochin,1000,2,No info,13882,15,6,12
4686,Jet Airways,Delhi,Cochin,425,2,No info,16274,9,5,5
4687,Multiple carriers,Delhi,Cochin,440,1,No info,15135,6,3,11
4688,IndiGo,Banglore,New Delhi,175,0,No info,6144,24,3,21
4689,Jet Airways,Delhi,Cochin,1475,2,No info,9483,27,3,19
4690,Air India,Delhi,Cochin,1490,2,No info,14431,15,5,7
4691,Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,6093,24,6,15
4692,Multiple carriers,Delhi,Cochin,660,1,No info,7888,21,5,10
4693,IndiGo,Delhi,Cochin,975,1,No info,7503,15,5,9
4694,Air India,Kolkata,Banglore,890,1,No info,6117,6,5,19
4695,Jet Airways,Delhi,Cochin,590,1,No info,17024,3,3,9
4696,Jet Airways,Kolkata,Banglore,800,1,No info,12681,1,4,19
4697,Multiple carriers,Delhi,Cochin,505,1,No info,10678,24,6,11
4698,Jet Airways,Kolkata,Banglore,1655,1,No info,13759,24,3,8
4699,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,3,6,23
4700,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,4885,15,6,9
4701,Multiple carriers,Delhi,Cochin,795,1,No info,10786,27,5,6
4702,Vistara,Mumbai,Hyderabad,1555,1,No info,12080,12,3,7
4703,IndiGo,Kolkata,Banglore,155,0,No info,4804,9,6,20
4704,Air India,Delhi,Cochin,1335,1,No info,6587,21,3,21
4705,Jet Airways,Delhi,Cochin,820,2,In-flight meal not included,8728,27,3,5
4706,Air Asia,Delhi,Cochin,625,1,No info,7452,18,5,21
4707,IndiGo,Banglore,Delhi,170,0,No info,4823,6,6,20
4708,Multiple carriers,Delhi,Cochin,925,1,No info,8310,9,5,7
4709,Vistara,Banglore,Delhi,170,0,No info,5403,1,4,11
4711,Multiple carriers,Delhi,Cochin,505,1,No info,10877,3,6,11
4712,Jet Airways,Banglore,New Delhi,1555,1,No info,14815,6,3,23
4713,IndiGo,Delhi,Cochin,570,1,No info,6558,21,3,7
4714,Multiple carriers,Delhi,Cochin,720,1,No info,14067,21,5,9
4715,Multiple carriers,Delhi,Cochin,585,1,No info,9627,21,5,9
4716,Jet Airways,Delhi,Cochin,1425,1,No info,14714,3,6,19
4717,IndiGo,Delhi,Cochin,195,0,No info,5000,9,5,6
4718,Multiple carriers Premium economy,Delhi,Cochin,900,1,No info,9845,21,3,6
4719,Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,10844,18,5,19
4720,IndiGo,Delhi,Cochin,515,1,No info,7048,27,3,5
4721,Jet Airways,Kolkata,Banglore,1520,1,No info,12692,12,6,10
4722,Jet Airways,Delhi,Cochin,1260,1,In-flight meal not included,13843,9,3,22
4723,Jet Airways,Banglore,New Delhi,1055,1,In-flight meal not included,7832,21,3,14
4724,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,1,6,9
4725,Jet Airways,Delhi,Cochin,650,1,No info,12242,27,3,8
4726,Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,10262,24,6,19
4727,Jet Airways,Kolkata,Banglore,685,1,No info,14571,9,6,8
4728,SpiceJet,Kolkata,Banglore,150,0,No info,4174,24,5,17
4729,Multiple carriers,Delhi,Cochin,395,1,No info,11264,27,5,6
4730,IndiGo,Kolkata,Banglore,160,0,No info,4174,18,4,21
4731,IndiGo,Chennai,Kolkata,145,0,No info,3540,12,6,5
4732,Vistara,Kolkata,Banglore,790,1,No info,9345,18,5,7
4733,Air India,Delhi,Cochin,1595,2,No info,9653,6,6,17
4734,IndiGo,Mumbai,Hyderabad,85,0,No info,3342,18,3,6
4735,Multiple carriers,Delhi,Cochin,930,1,No info,8073,18,5,10
4736,Jet Airways,Kolkata,Banglore,855,1,In-flight meal not included,7064,1,4,6
4737,Jet Airways,Delhi,Cochin,1320,2,No info,13376,27,6,15
4738,Multiple carriers,Delhi,Cochin,625,1,No info,15135,6,3,8
4739,Air India,Kolkata,Banglore,625,1,No info,10413,24,5,10
4740,Vistara,Kolkata,Banglore,865,1,No info,9187,1,5,20
4741,Jet Airways,Delhi,Cochin,1620,2,No info,13292,1,6,10
4742,IndiGo,Delhi,Cochin,515,1,No info,6674,9,3,8
4743,IndiGo,Delhi,Cochin,480,1,No info,8330,9,5,17
4744,Multiple carriers,Delhi,Cochin,740,1,No info,11200,1,6,7
4745,Jet Airways,Delhi,Cochin,1595,1,In-flight meal not included,10262,3,6,10
4746,Vistara,Delhi,Cochin,190,0,No info,6216,15,4,15
4747,Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,10844,18,5,20
4748,Jet Airways,Kolkata,Banglore,1515,1,In-flight meal not included,11134,24,3,17
4749,IndiGo,Chennai,Kolkata,140,0,No info,5277,18,6,22
4750,Jet Airways,Delhi,Cochin,1705,2,No info,14300,27,6,8
4751,Jet Airways,Banglore,New Delhi,1290,1,No info,17471,6,3,23
4752,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,10844,21,5,21
4753,SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,5469,15,3,6
4754,Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,10262,9,6,14
4755,SpiceJet,Delhi,Cochin,375,1,No info,7185,6,3,17
4756,Air Asia,Kolkata,Banglore,150,0,No info,3807,18,6,20
4757,Jet Airways,Delhi,Cochin,655,1,No info,14714,1,6,17
4758,Vistara,Kolkata,Banglore,790,1,No info,8610,6,5,7
4759,Jet Airways,Delhi,Cochin,705,1,No info,17234,6,3,7
4760,Multiple carriers,Delhi,Cochin,565,3,No info,15629,12,6,12
4761,Multiple carriers,Delhi,Cochin,855,2,No info,6128,27,3,7
4762,Jet Airways,Delhi,Cochin,745,1,No info,16289,9,3,16
4763,Jet Airways,Delhi,Cochin,810,2,No info,15129,9,5,5
4764,Jet Airways,Banglore,New Delhi,1220,1,In-flight meal not included,7832,21,3,14
4765,Jet Airways,Banglore,New Delhi,490,1,No info,22270,1,3,8
4766,Jet Airways,Kolkata,Banglore,1005,1,No info,11467,1,5,17
4767,IndiGo,Mumbai,Hyderabad,90,0,No info,4392,9,5,19
4768,SpiceJet,Kolkata,Banglore,150,0,No info,4491,6,5,17
4769,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,9663,18,5,21
4770,IndiGo,Delhi,Cochin,415,1,No info,5883,27,6,19
4771,Air India,Delhi,Cochin,760,1,No info,14777,3,3,19
4772,Air Asia,Kolkata,Banglore,220,1,No info,5162,21,5,7
4773,IndiGo,Kolkata,Banglore,160,0,No info,4804,1,6,21
4774,Jet Airways,Kolkata,Banglore,1315,1,In-flight meal not included,8529,12,6,14
4775,Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,9,6,6
4776,SpiceJet,Kolkata,Banglore,155,0,No info,3873,9,4,7
4777,IndiGo,Kolkata,Banglore,165,0,No info,4804,12,6,10
4778,Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,12,5,3
4779,Jet Airways,Kolkata,Banglore,705,1,No info,12681,1,4,6
4780,Jet Airways,Banglore,New Delhi,390,1,No info,9623,15,3,6
4781,Multiple carriers,Delhi,Cochin,725,1,No info,15147,3,3,9
4782,Vistara,Kolkata,Banglore,975,1,No info,9345,24,5,7
4783,Jet Airways,Kolkata,Banglore,910,1,In-flight meal not included,7757,6,5,19
4784,Jet Airways,Kolkata,Banglore,1170,1,In-flight meal not included,10844,12,5,16
4785,Air India,Banglore,New Delhi,2105,2,No info,11948,3,3,11
4786,Jet Airways,Delhi,Cochin,1790,2,No info,13376,27,6,7
4787,Air India,Kolkata,Banglore,580,1,No info,6117,15,5,19
4788,IndiGo,Delhi,Cochin,675,1,No info,6171,6,3,5
4789,Jet Airways,Kolkata,Banglore,345,1,No info,13626,12,6,14
4790,Jet Airways,Banglore,New Delhi,1305,1,No info,17471,6,3,21
4791,Multiple carriers,Delhi,Cochin,535,1,No info,7531,21,3,10
4792,Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,12373,9,5,15
4793,Jet Airways,Delhi,Cochin,330,1,No info,16289,27,5,7
4794,IndiGo,Banglore,New Delhi,170,0,No info,4777,24,3,10
4795,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5198,21,4,8
4796,Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,10844,6,6,14
4797,Air India,Banglore,Delhi,165,0,No info,7171,18,5,17
4798,Air India,Delhi,Cochin,1470,2,No info,11942,27,6,19
4799,IndiGo,Banglore,Delhi,170,0,No info,4423,27,4,10
4800,Vistara,Delhi,Cochin,175,0,No info,5586,18,3,15
4801,Jet Airways,Kolkata,Banglore,1145,1,In-flight meal not included,11134,24,3,17
4802,Air Asia,Banglore,New Delhi,170,0,No info,4284,24,3,6
4803,Air India,Kolkata,Banglore,150,0,No info,6245,1,5,14
4804,SpiceJet,Banglore,New Delhi,475,1,No info,10341,15,3,10
